,brand,price,cartype,model,gearbox,regdate,mileage,motorpower,fuel,car_steering,carcolor,exchange,version,doors,financial,extra,Y
659,vwvolkswagen,44900,suv,crossfox,automático,2016,51000,1.6,flex,hidráulica,prata,sim,crossfox  i motion 1.6 t. flex 16v 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
660,vwvolkswagen,62900,passeio,virtus,automático,2018,31768,0,flex,0,0,0,virtus comfort. 200 tsi 1.0 flex 12v aut,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
661,ford,36990,hatch,ka,manual,2018,32206,0,flex,0,0,0,ka 1.0 se 12v flex 4p manual,2 portas,0,0,0
662,ford,33000,hatch,fiesta,automático,2015,85000,1.6,flex,elétrica,prata,não,1.6 se hatch 16v flex 4p powershift,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré, c mera de ré",0
663,vwvolkswagen,72000,sedã,jetta,manual,2016,50000,2.02.9,flex,hidráulica,branco,sim,jetta highline 2.0 tsi 16v 4p tiptronic,0,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
664,vwvolkswagen,27410,passeio,gol,manual,2018,0,1,flex,hidráulica,branco,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,vwvolkswagen,16000,conversvel,gol,manual,2013,162000,1,flex,hidráulica,preto,não,gol city  trend  1.0 mi total flex 8v 2p,2 portas,0,"ar condicionado, direção hidráulica, som",0
667,ford,19990,0,fiesta,manual,2014,56697,1,flex,hidráulica,branco,não,fiesta 1.0 8v flex class 1.0 8v flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, som",1
668,ford,45900,suv,ecosport,manual,2015,73000,1.6,flex,hidráulica,branco,sim,ecosport freestyle 1.6 16v flex 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
669,vwvolkswagen,30000,0,saveiro,manual,2014,70000,1.6,flex,hidráulica,branco,não,saveiro 1.6 mi total flex 8v ce,0,0,0,0
670,vwvolkswagen,28900,passeio,up,manual,2015,65000,1,flex,hidráulica,branco,não,up  take 1.0 total flex 12v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
671,vwvolkswagen,23000,hatch,gol,manual,2014,80500,1,flex,hidráulica,0,0,gol 1.0 plus 8v 4p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
672,ford,29871,hatch,focus,manual,2013,128000,1.6,flex,hidráulica,prata,sim,focus 1.6 s se se plus flex 8v 16v  5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
673,vwvolkswagen,46900,hatch,up,manual,2018,33000,1,flex,elétrica,prata,não,up  cross 1.0 tsi total flex 12v 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
674,ford,21000,hatch,fiesta,manual,2014,31742,1,flex,hidráulica,preto,não,1.0 rocam se plus hatch 8v flex 4p manual,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
675,vwvolkswagen,31500,passeio,spacefox,manual,2013,90000,1.6,flex,hidráulica,prata,não,spacefox 1.6  1.6 trend total flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
676,vwvolkswagen,26900,passeio,fox,manual,2013,11111,1,flex,hidráulica,preto,sim,0,4 portas,0,"air bag, ar condicionado",1
677,vwvolkswagen,36900,0,gol,manual,2018,21000,1.6,flex,hidráulica,preto,0,gol trendline 1.6 t.flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado",0
678,vwvolkswagen,53890,hatch,polo,automático,2018,28000,1,flex,elétrica,cinza,sim,polo comfort. 200 tsi 1.0 flex 12v aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
679,ford,32900,hatch,ka,manual,2017,70000,1,flex,elétrica,branco,não,ka 1.0 sel tivct flex 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
680,ford,35900,passeio,fiesta,manual,2017,50000,1.6,flex,elétrica,branco,sim,fiesta se 1.6 16v flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
681,ford,49990,passeio,ecosport,automático,2015,65000,2.02.9,flex,elétrica,preto,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, c mera de ré",0
682,vwvolkswagen,31000,sedã,voyage,manual,2015,41000,1.6,flex,hidráulica,prata,não,voyage 1.6 msi flex 8v 4p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, som",0
683,ford,35510,passeio,ka,manual,2018,70097,1.5,flex,mecnica,prata,sim,0,4 portas,0,"vidro elétrico, air bag, ar condicionado",0
684,vwvolkswagen,33766,hatch,up,manual,2015,27000,1,flex,hidráulica,branco,sim,up  high 1.0 total flex 12v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
685,vwvolkswagen,28900,hatch,gol,manual,2014,90000,1,flex,hidráulica,preto,sim,gol  novo  1.0 mi total flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
686,vwvolkswagen,37900,sedã,voyage,manual,2018,40800,1.6,flex,hidráulica,branco,sim,voyage comf highli. 1.6 mi t.flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
687,vwvolkswagen,29000,sedã,polo,manual,2013,83600,1.6,flex,hidráulica,verde,0,polo sedan 1.6 mi total flex 8v 4p,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
688,ford,43990,suv,ecosport,automático,2015,101415,2.02.9,flex,hidráulica,prata,não,ecosport freestyle 2.0 16v flex 5p aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, c mera de ré",0
689,ford,35500,hatch,fiesta,automático,2014,80000000,1.6,flex,hidráulica,branco,não,fiesta 1.6 8v flex class 1.6 8v flex 5p,0,financiado,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
690,ford,30900,passeio,ka,manual,2018,7800,1,flex,hidráulica,branco,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
691,vwvolkswagen,25900,0,saveiro,manual,2013,129000,0,flex,0,0,sim,saveiro 1.6 mi  1.6 mi total flex 8v,2 portas,ipva pago,"vidro elétrico, trava elétrica, alarme, sensor de ré",0
692,ford,30000,hatch,fiesta,manual,2014,46000,1.5,flex,elétrica,branco,não,fiesta 1.5 16v flex mec. 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",1
693,vwvolkswagen,31900,passeio,up,manual,2015,69000,0,flex,0,0,0,up  move 1.0 total flex 12v 5p,4 portas,0,0,0
694,vwvolkswagen,59900,hatch,polo,automático,2018,21000,1,flex,hidráulica,prata,sim,polo comfort. 200 tsi 1.0 flex 12v aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré, c mera de ré",0
695,ford,33600,hatch,ka,manual,2015,80000,1.5,flex,hidráulica,branco,sim,ka 1.5 se 12v flex 5p mec.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme",0
696,ford,21000,0,fiesta,0,2014,38,0,flex,0,prata,0,fiesta sedan s 1.0 8v flex 4p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, c mera de ré",0
697,vwvolkswagen,23900,passeio,gol,manual,2014,0,1,flex,mecnica,prata,sim,0,4 portas,0,0,0
698,vwvolkswagen,38400,hatch,gol,manual,2018,30105,1.6,flex,hidráulica,preto,sim,gol trendline 1.6 t.flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",0
699,vwvolkswagen,29300,sedã,voyage,manual,2015,65942,1.6,flex,hidráulica,prata,sim,voyage trendline 1.6 t.flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
700,vwvolkswagen,31900,sedã,voyage,manual,2014,69000,1.6,flex,hidráulica,branco,sim,voyage trend 1.6 mi total flex 8v 4p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
701,ford,35000,hatch,ka,manual,2018,40000,1,flex,elétrica,prata,não,ka  sedan 1.0 sel ticvt flex 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
702,ford,49900,sedã,focus,automático,2014,50000,2.02.9,flex,hidráulica,cinza,sim,focus sed. ti. ti.plus 2.0 16v flex  aut,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
703,ford,49900,passeio,focus,manual,2016,37000,2.02.9,flex,hidráulica,preto,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, c mera de ré",0
704,vwvolkswagen,61990,sedã,jetta,automático,2014,55000,2.02.9,flex,hidráulica,preto,sim,jetta comfortline 2.0 t.flex 8v 4p tipt.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, blindado, c mera de ré",0
705,ford,53900,0,ecosport,automático,2015,99000,1,flex,elétrica,branco,0,ecosport titanium 2.0 16v flex 5p aut.,4 portas,0,"vidro elétrico, ar condicionado",0
706,vwvolkswagen,50100,sedã,jetta,automático,2015,94570,2.02.9,flex,hidráulica,prata,sim,jetta comfortline 2.0 t.flex 8v 4p tipt.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
707,ford,59999,sedã,fusion,automático,2013,61000,2.02.9,flex,hidráulica,branco,0,fusion 2.5l i vct flex aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
708,vwvolkswagen,39900,passeio,gol,manual,2018,39000,1.6,flex,elétrica,branco,sim,gol trendline 1.6 t.flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
709,vwvolkswagen,19900,sedã,gol,manual,2013,64,1,flex,hidráulica,preto,não,gol 1.0 trend  power 8v 4p,4 portas,financiado,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
710,vwvolkswagen,25900,sedã,voyage,manual,2014,96000,1,flex,hidráulica,preto,não,voyage 1.0 1.0 city mi total flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
711,vwvolkswagen,30000,sedã,polo,manual,2013,62000,1.6,flex,hidráulica,preto,0,polo sedan 1.6 mi total flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
712,vwvolkswagen,39990,hatch,fox,automático,2017,57000,1.6,flex,elétrica,branco,sim,fox comfortline i motion 1.6 flex 8v 5p,4 portas,0,0,0
713,ford,32000,hatch,ka,manual,2015,57000,1.5,flex,elétrica,preto,sim,ka 1.5 16v flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré, c mera de ré",0
714,vwvolkswagen,45000,hatch,golf,manual,2014,56000,1.6,flex,hidráulica,branco,não,golf sportline 1.6 mi total flex 8v 4p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,ford,35800,hatch,ka,manual,2018,27800,1,flex,elétrica,vermelho,não,ka 1.0 se se plus tivct flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",0
717,ford,32900,sedã,ka,manual,2015,40000,1,flex,elétrica,vermelho,não,0,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
718,ford,29990,passeio,ka,manual,2015,61631,1.5,flex,elétrica,branco,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",1
719,vwvolkswagen,36900,sedã,voyage,manual,2017,1,1.6,flex,hidráulica,branco,sim,voyage trendline 1.6 t.flex 8v 4p,4 portas,financiado,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme",0
720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,vwvolkswagen,22990,passeio,fox,manual,2013,0,1,flex,hidráulica,vermelho,sim,0,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, alarme",1
722,vwvolkswagen,28000,hatch,fox,manual,2013,147000,1.6,flex,hidráulica,vermelho,não,fox trendline 1.6 flex 8v 5p,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
723,ford,64500,passeio,focus,automático,2018,9214,0,flex,0,0,0,focus fastback se se plus 2.0 flex aut.,4 portas,0,"vidro elétrico, air bag, air bag, trava elétrica, ar condicionado, alarme",0
724,ford,36990,hatch,ka,manual,2017,25000,1,flex,elétrica,preto,sim,ka 1.0 tecno 8v flex 3p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
725,vwvolkswagen,34900,passeio,voyage,manual,2018,28000,1.6,flex,hidráulica,branco,sim,voyage 1.6 msi flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
726,ford,42000,hatch,ka,manual,2018,15000,1,flex,elétrica,prata,não,ka 1.0 sel tivct flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
727,ford,50700,suv,ecosport,automático,2015,67000,2.02.9,flex,elétrica,prata,não,ecosport titanium 2.0 16v flex 5p aut.,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
728,vwvolkswagen,33900,passeio,spacefox,manual,2013,98800,1.6,flex,hidráulica,prata,sim,spacefox 1.6  1.6 trend total flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
729,vwvolkswagen,27900,hatch,fox,manual,2014,69000,1,flex,hidráulica,preto,sim,fox trendline 1.0 flex 12v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica",1
730,ford,30900,passeio,ka,manual,2017,47000,1,flex,hidráulica,branco,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
731,vwvolkswagen,45701,0,crossfox,manual,2015,26000,1.6,flex,elétrica,vermelho,sim,crossfox  1.6 t. flex 16v 5p,0,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",0
732,ford,16900,hatch,ka,manual,2013,99000,1,flex,hidráulica,preto,não,ka 1.0 8v 1.0 8v st flex 3p,2 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, som",0
733,vwvolkswagen,36900,0,spacefox,manual,2016,11111111,1.6,flex,hidráulica,branco,0,spacefox comfortline 1.6 mi t.flex 8v 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
734,vwvolkswagen,34900,sedã,spacefox,manual,2014,96000,0,flex,0,0,0,spacefox 1.6 trendline total flex 8v 5p,4 portas,0,0,0
735,ford,33900,0,ka,manual,2017,40000,1,flex,hidráulica,branco,sim,ka 1.0 se se plus tivct flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
736,vwvolkswagen,25000,sedã,polo,manual,2014,64450,1.6,flex,hidráulica,preto,não,polo sedan 1.6 mi total flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
737,ford,41900,passeio,ecosport,automático,2015,56000,2.02.9,flex,hidráulica,preto,sim,0,4 portas,financiado,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,ford,56900,suv,ecosport,automático,2017,51000,1.6,flex,elétrica,branco,sim,ecosport freestyle 1.6 16v flex 5p aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
740,ford,31900,hatch,0,manual,2015,51000,1.5,flex,hidráulica,preto,não,0,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, som",0
741,vwvolkswagen,44999,hatch,crossfox,semiautomático,2017,70000,1.6,flex,hidráulica,branco,0,crossfox i motion 1.6 mi t. flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
742,ford,31900,hatch,focus,manual,2013,64900,1.6,flex,hidráulica,prata,não,focus 1.6 s se se plus flex 8v 16v  5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
743,vwvolkswagen,27900,sedã,voyage,manual,2013,89000,0,flex,0,branco,0,voyage trend 1.6 mi total flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme",1
744,ford,53900,0,ecosport,manual,2017,45684,0,flex,0,0,0,ecosport se 1.6 16v flex 5p mec.,4 portas,0,"vidro elétrico, air bag, trava elétrica",0
745,ford,53999,suv,ecosport,automático,2017,39000,1.6,flex,hidráulica,vermelho,não,0,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, som, sensor de ré",0
746,vwvolkswagen,62900,passeio,virtus,automático,2018,41900,0,flex,0,0,0,virtus comfort. 200 tsi 1.0 flex 12v aut,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado",0
747,ford,44890,hatch,fiesta,manual,2017,19500,1.6,flex,hidráulica,branco,sim,1.6 se hatch 16v flex 4p powershift,4 portas,ipva pago,0,0
748,ford,30500,hatch,ka,manual,2016,50000,1,flex,elétrica,vermelho,não,ka 1.0 se se plus tivct flex 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",1
749,vwvolkswagen,29000,passeio,voyage,manual,2015,28000,1,flex,hidráulica,branco,0,0,4 portas,financiado,0,0
750,ford,34900,hatch,ka,manual,2017,80000,1,flex,hidráulica,branco,sim,ka 1.0 se 12v flex 4p manual,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
751,vwvolkswagen,26900,passeio,gol,manual,2014,50000,1,flex,hidráulica,vermelho,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado",0
752,ford,42000,hatch,fiesta,manual,2017,22000,1.6,flex,elétrica,vermelho,não,fiesta sel 1.6 16v flex mec. 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
