,brand,price,cartype,model,gearbox,regdate,mileage,motorpower,fuel,car_steering,carcolor,exchange,version,doors,financial,extra,Y
534,ford,75000,0,ranger,manual,2016,49000,0,flex,0,0,sim,0,4 portas,0,0,0
535,ford,33900,passeio,fiesta,automático,2014,0,1.6,flex,hidráulica,preto,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
536,ford,45000,sedã,focus,automático,2015,29900,2.02.9,flex,elétrica,cinza,não,focus 2.0 16v se se plus flex 5p aut.,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
537,vwvolkswagen,27900,hatch,fox,manual,2013,55400,1,flex,hidráulica,prata,sim,fox trendline 1.0 flex 8v 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, c mera de ré",1
538,vwvolkswagen,26000,pickup,saveiro,manual,2013,1,1.6,flex,hidráulica,branco,sim,saveiro 1.6 mi  1.6mi city total flex 8v,2 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
539,vwvolkswagen,26000,hatch,fox,manual,2013,120000,1.6,flex,hidráulica,prata,não,fox trendline 1.6 flex 8v 5p,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
540,vwvolkswagen,35500,hatch,fox,manual,2015,28400,1.6,flex,elétrica,prata,0,fox comfortline 1.6 flex 8v 5p,4 portas,ipva pago,"air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
541,ford,52000,passeio,ecosport,automático,2017,50000,1.6,flex,hidráulica,branco,não,ecosport se 1.6 16v flex 5p aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
542,ford,34400,hatch,fiesta,automático,2015,60000,1.6,flex,elétrica,vermelho,não,fiesta se plus 1.6 16v flex aut. 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
543,vwvolkswagen,38900,passeio,voyage,manual,2018,19000,1.6,flex,hidráulica,prata,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
544,ford,37900,passeio,ka,manual,2018,42449,0,flex,0,0,0,ka 1.0 se 12v flex 4p manual,4 portas,0,"air bag, trava elétrica, ar condicionado",0
545,vwvolkswagen,34900,hatch,up,manual,2018,58000,1,flex,hidráulica,branco,sim,up  take 1.0 total flex 12v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme",0
546,vwvolkswagen,29990,passeio,up,manual,2015,76000,0,flex,0,0,0,up  take 1.0 total flex 12v 5p,2 portas,0,"vidro elétrico, air bag, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme",1
547,ford,30500,passeio,ka,manual,2016,55090,1,flex,elétrica,preto,sim,ka 1.0 se 12v flex 4p manual,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",1
548,ford,31000,sedã,ka,manual,2015,142000,1,flex,elétrica,prata,não,ka  sedan 1.0 sel ticvt flex 4p,4 portas,financiado,"vidro elétrico, air bag, trava elétrica, ar condicionado, som",0
549,vwvolkswagen,45000,pickup,saveiro,manual,2015,50000,1.6,flex,hidráulica,vermelho,não,saveiro 1.6 mi total flex 8v ce,2 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
550,ford,32647,passeio,ka,manual,2018,25000,1.5,flex,elétrica,preto,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
551,vwvolkswagen,37000,pickup,saveiro,manual,2013,80000,1.6,flex,hidráulica,vermelho,não,saveiro cross 1.6 t.flex 16v cd,2 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
552,ford,50900,sedã,focus,automático,2015,65000,2.02.9,flex,elétrica,prata,sim,focus sedan 2.0 16v 2.0 16v flex 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
553,vwvolkswagen,30450,hatch,up,automático,2015,56000,1,flex,elétrica,branco,0,up  move i motion 1.0 t. flex 12v 5p,0,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
554,vwvolkswagen,11000,passeio,gol,manual,2013,99999,1,flex,hidráulica,preto,sim,gol  novo  1.0 mi total flex 8v 4p,2 portas,0,"vidro elétrico, trava elétrica, direção hidráulica",0
555,vwvolkswagen,29000,hatch,fox,manual,2014,90000,1.6,flex,hidráulica,branco,não,fox rock in rio 1.6 mi total flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
556,ford,31000,hatch,fiesta,manual,2014,85000,1.5,flex,hidráulica,branco,não,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
557,ford,36900,0,ecosport,manual,2013,94000,1.6,flex,0,branco,não,0,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
558,vwvolkswagen,29900,0,saveiro,manual,2014,79000,0,flex,hidráulica,0,0,saveiro trendline 1.6 t.flex 8v,4 portas,0,"air bag, ar condicionado, alarme",0
559,vwvolkswagen,25000,sedã,voyage,manual,2013,134000,1.6,flex,hidráulica,prata,não,voyage trendline 1.6 t.flex 8v 4p,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
560,vwvolkswagen,36000,sedã,voyage,manual,2015,62000,1.6,flex,hidráulica,azul,sim,voyage 1.6 msi flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
561,vwvolkswagen,27920,passeio,fox,automático,2014,43205,1.6,flex,hidráulica,preto,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
562,ford,31000,hatch,ka,manual,2017,44000,1,flex,assistida,preto,não,ka 1.0 se se plus tivct flex 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
563,ford,39990,hatch,fiesta,manual,2017,38000,0,flex,0,0,0,fiesta se 1.6 8v flex 5p,4 portas,0,0,0
564,vwvolkswagen,29900,sedã,voyage,manual,2016,75000,1.6,flex,hidráulica,prata,sim,voyage 1.6 msi flex 8v 4p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, som",1
565,ford,32990,passeio,ka,manual,2018,0,1,flex,hidráulica,branco,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
566,vwvolkswagen,48000,sedã,voyage,manual,2018,40000,1.6,flex,mecnica,branco,não,voyage 1.6 msi flex 8v 4p,4 portas,financiado,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, blindado",0
567,vwvolkswagen,39000,sedã,voyage,manual,2015,55000,1.6,flex,elétrica,outra,não,voyage evidence 1.6 total flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
568,vwvolkswagen,28300,hatch,up,manual,2015,28000,1,flex,hidráulica,verde,não,up  move 1.0 t. flex 12v 3p,2 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
569,ford,46000,sedã,ecosport,automático,2014,82000,2.02.9,flex,elétrica,outra,sim,ecosport titanium 2.0 16v flex 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, som, sensor de ré",0
570,ford,34900,hatch,fiesta,manual,2015,48000,1.5,flex,elétrica,branco,sim,fiesta 1.5 16v flex mec. 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
571,vwvolkswagen,37000,passeio,voyage,manual,2018,37000,1.6,flex,elétrica,prata,não,voyage trend 1.6 mi total flex 8v 4p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme",0
572,ford,36900,passeio,ka,manual,2018,30020,0,flex,0,0,0,ka 1.0 se 12v flex 4p manual,4 portas,0,"vidro elétrico, air bag, air bag, trava elétrica, ar condicionado, direção hidráulica",0
573,vwvolkswagen,24900,hatch,spacefox,manual,2013,0,1.6,flex,hidráulica,branco,sim,spacefox 1.6  1.6 trend total flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
574,ford,38990,sedã,ka,manual,2018,34500,1,flex,hidráulica,prata,sim,ka  sedan 1.0 sel ticvt flex 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
575,vwvolkswagen,29800,pickup,saveiro,manual,2014,47000,1.6,flex,hidráulica,branco,sim,saveiro 1.6 mi  1.6 mi total flex 8v,2 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
576,ford,86999,pickup,ranger,manual,2018,17600,2.02.9,flex,hidráulica,prata,sim,ranger xls 2.5 16v 4x2 cd flex,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
577,ford,46000,sedã,focus,automático,2015,63000,2.02.9,flex,elétrica,branco,não,focus sed. ti. ti.plus 2.0 16v flex  aut,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
578,vwvolkswagen,29990,sedã,voyage,manual,2014,54594,0,flex,0,0,0,voyage trendline 1.0 t.flex 12v 4p,4 portas,0,0,0
579,vwvolkswagen,25000,hatch,gol,manual,2015,44000,1,flex,hidráulica,preto,não,gol trendline 1.0 t.flex 8v 5p,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, som, sensor de ré, c mera de ré",0
580,ford,43900,hatch,fiesta,manual,2018,26417,1.6,flex,elétrica,azul,sim,fiesta se 1.6 8v flex 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
581,ford,44900,hatch,fiesta,manual,2017,30000,1.6,flex,elétrica,prata,sim,fiesta sel 1.6 16v flex mec. 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
582,vwvolkswagen,23900,hatch,fox,manual,2013,101000,1,flex,hidráulica,preto,não,fox 1.0 mi total flex 8v 5p,0,ipva pago,"vidro elétrico, ar condicionado, direção hidráulica, alarme, som",1
583,ford,75000,pickup,ranger,manual,2014,38500,2.02.9,flex,hidráulica,prata,não,ranger xls 2.5 16v 4x2 cd flex,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
584,ford,43900,passeio,ka,manual,2018,37000,1.5,flex,hidráulica,prata,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
585,ford,46000,suv,ecosport,automático,2015,68000,2.02.9,flex,hidráulica,prata,0,ecosport titanium 2.0 16v flex 5p aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
586,vwvolkswagen,28900,hatch,fox,manual,2014,60000,1,flex,hidráulica,vermelho,sim,fox 1.0 mi total flex 8v 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
587,vwvolkswagen,37390,sedã,voyage,manual,2017,34,1,flex,hidráulica,prata,não,voyage  trendline 1.0 t.flex 8v 4p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",0
588,vwvolkswagen,45000,hatch,up,manual,2018,56000,1,flex,hidráulica,azul,não,up  move 1.0 tsi total flex 12v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
589,vwvolkswagen,35990,hatch,gol,manual,2016,85000,1.6,flex,hidráulica,branco,não,gol  novo  1.6 power highi t.flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, som, sensor de ré, c mera de ré",0
590,ford,56000,suv,ecosport,manual,2017,35000,1.6,flex,hidráulica,branco,não,ecosport freestyle 1.6 16v flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
591,vwvolkswagen,31900,0,voyage,manual,2017,0,0,flex,hidráulica,branco,0,voyage comfortline  1.0 t.flex 8v 4p,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica",0
592,ford,25000,hatch,fiesta,manual,2015,150000,1.5,flex,hidráulica,preto,não,fiesta 1.5 16v flex mec. 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
593,vwvolkswagen,26650,hatch,fox,manual,2014,45500,1,flex,hidráulica,vermelho,não,fox trendline 1.0 flex 8v 5p,0,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
594,vwvolkswagen,24999,hatch,fox,manual,2013,78000,1,flex,hidráulica,branco,não,fox 1.0 mi total flex 8v 3p,2 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
595,ford,35990,hatch,fiesta,automático,2015,58250,0,flex,0,0,0,fiesta 1.6 16v flex aut. 5p,4 portas,0,0,0
596,ford,59900,suv,ecosport,automático,2017,39000,2.02.9,flex,hidráulica,preto,sim,ecosport titanium 2.0 16v flex 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, som",0
597,vwvolkswagen,50000,passeio,spacefox,manual,2016,40000,1.6,flex,hidráulica,branco,não,spacefox highline 1.6 t.flex 16v,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
598,vwvolkswagen,30900,passeio,fox,manual,2016,37000,1,flex,hidráulica,cinza,sim,fox 1.0 mi total flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
599,vwvolkswagen,36000,hatch,fox,manual,2016,45000,1,flex,hidráulica,prata,sim,fox comfortline 1.0 flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
600,ford,25160,passeio,ka,manual,2015,60000,1,flex,elétrica,branco,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",1
601,ford,36900,sedã,ka,manual,2017,62000,1.5,flex,elétrica,prata,não,sedan sel 1.5 16v flex,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
602,ford,47900,passeio,focus,automático,2016,50000,0,flex,0,0,sim,focus 1.6 s 1.6 se flex 16v 5p aut,4 portas,0,"air bag, ar condicionado",0
603,ford,48899,suv,ecosport,automático,2015,49000,2.02.9,flex,elétrica,preto,sim,ecosport freestyle 2.0 16v flex 5p aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
604,vwvolkswagen,26500,hatch,fox,manual,2014,61500,1,flex,hidráulica,preto,não,fox 1.0 mi total flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
605,vwvolkswagen,38900,hatch,crossfox,manual,2014,60120,0,flex,0,0,0,crossfox 1.6 mi total flex 8v 5p,4 portas,0,0,0
606,vwvolkswagen,28990,passeio,spacefox,semiautomático,2013,119000,1.6,flex,hidráulica,prata,0,spacefox sportline highline i motion 1.6,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
607,ford,30900,passeio,fiesta,automático,2014,48000,1.6,flex,hidráulica,branco,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
608,ford,22500,hatch,fiesta,manual,2014,80000,1,flex,hidráulica,cinza,não,fiesta se 1.0 8v flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, ar condicionado, direção hidráulica, alarme, som",1
609,vwvolkswagen,36900,sedã,voyage,manual,2018,28000,1.6,flex,hidráulica,prata,sim,voyage trend 1.6 mi total flex 8v 4p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
610,ford,37000,suv,ecosport,automático,2014,71000,2.02.9,flex,elétrica,prata,0,ecosport titanium 2.0 16v flex 5p aut.,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
611,vwvolkswagen,36900,pickup,saveiro,manual,2015,58000,1.6,flex,hidráulica,prata,sim,saveiro 1.6 mi  1.6mi city total flex 8v,2 portas,0,"vidro elétrico, ar condicionado, direção hidráulica",0
612,vwvolkswagen,15000,hatch,gol,manual,2013,130000,1.6,flex,hidráulica,preto,sim,gol 1.6 mi plus total flex 8v 4p,4 portas,financiado,0,0
613,ford,36900,passeio,focus,automático,2014,0,1.6,flex,elétrica,prata,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
614,vwvolkswagen,31900,0,voyage,automático,2014,49000,1.6,flex,hidráulica,prata,0,voyage i motion trend 1.6 mi t. flex 8v,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
615,vwvolkswagen,36900,passeio,crossfox,manual,2014,56000,1.6,flex,hidráulica,prata,sim,crossfox 1.6 mi total flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
616,ford,27000,passeio,fiesta,manual,2014,66000,1.5,flex,elétrica,branco,não,fiesta 1.5 16v flex mec. 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
617,vwvolkswagen,29500,sedã,voyage,manual,2015,27000,1,flex,hidráulica,preto,não,voyage  trendline 1.0 t.flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme",1
618,ford,33999,hatch,ka,automático,2017,40000,1.5,flex,elétrica,branco,sim,ka sel 1.5 16v flex 5p,4 portas,de leilão,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",0
619,ford,41500,passeio,ecosport,automático,2014,75000,2.02.9,flex,hidráulica,branco,0,ecosport titanium 2.0 16v flex 5p aut.,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
620,ford,34999,passeio,ka,manual,2017,82000,0,flex,0,0,0,ka sel 1.5 16v flex 5p,0,0,0,0
621,vwvolkswagen,26900,hatch,fox,manual,2013,115000,1.6,flex,hidráulica,prata,não,fox trendline 1.6 flex 8v 5p,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, som",0
622,ford,51882,sedã,focus,automático,2017,84000,2.02.9,flex,elétrica,branco,sim,focus fastback se se plus 2.0 flex aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",0
623,vwvolkswagen,43000,hatch,fox,manual,2017,29421,1.6,flex,elétrica,prata,sim,fox run 1.6 flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
624,vwvolkswagen,63500,hatch,0,automático,2018,18000,0,flex,elétrica,prata,sim,0,4 portas,financiado,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré, c mera de ré",0
625,vwvolkswagen,39889,passeio,fox,manual,2016,68937,0,flex,0,0,0,fox pepper 1.6 flex 16v 5p,4 portas,0,"vidro elétrico, air bag, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme",0
626,vwvolkswagen,36900,sedã,voyage,manual,2017,17000,1,flex,hidráulica,azul,sim,voyage 1.0 flex 12v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
627,ford,58000,passeio,focus,automático,2016,58,2.02.9,flex,elétrica,branco,sim,focus tita tita plus 2.0  flex 5p aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré, c mera de ré",0
628,vwvolkswagen,43900,passeio,voyage,manual,2018,24000,1.6,flex,hidráulica,prata,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
629,vwvolkswagen,55000,pickup,saveiro,manual,2017,47000,1.6,flex,elétrica,cinza,não,saveiro cross 1.6 t.flex 16v cd,2 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
630,ford,39992,sedã,ka,manual,2018,36074,1.5,flex,elétrica,branco,sim,ka 1.5 sedan se 12v flex 4p mec.,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
631,ford,29000,passeio,ka,manual,2016,60000,0,flex,0,preto,não,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, som",1
632,ford,37900,passeio,ka,manual,2018,30000,1.5,flex,hidráulica,branco,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
633,vwvolkswagen,31900,pickup,saveiro,manual,2015,60400,1.6,flex,hidráulica,branco,sim,saveiro 1.6 mi  1.6 mi total flex 8v,2 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
634,vwvolkswagen,37900,0,fox,manual,2016,40000,0,flex,elétrica,0,sim,fox comfortline 1.0 flex 8v 5p,0,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
635,vwvolkswagen,15000,hatch,gol,manual,2013,85000,1,flex,hidráulica,branco,sim,gol city  trend  1.0 mi total flex 8v 2p,2 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
636,ford,24900,hatch,fiesta,manual,2013,70000,1.6,flex,hidráulica,prata,sim,fiesta 1.6 8v flex class 1.6 8v flex 5p,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
637,vwvolkswagen,29900,0,fox,manual,2013,57000,0,flex,0,0,0,fox 1.6 mi total flex 8v 5p,0,0,0,0
638,ford,20000,hatch,fiesta,manual,2013,69000,1,flex,0,preto,não,1.0 rocam se plus hatch 8v flex 4p manual,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
639,vwvolkswagen,65490,passeio,virtus,automático,2018,35944,0,flex,0,0,0,virtus comfort. 200 tsi 1.0 flex 12v aut,4 portas,0,"vidro elétrico, air bag, air bag, trava elétrica, ar condicionado, alarme",0
640,ford,29999,hatch,fiesta,manual,2014,69000,1.5,flex,elétrica,prata,0,fiesta 1.5 16v flex mec. 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
641,vwvolkswagen,32900,sedã,fox,manual,2013,49102,0,flex,0,preto,sim,fox 1.6 mi total flex 8v 5p,4 portas,0,"air bag, ar condicionado",0
642,vwvolkswagen,30900,sedã,polo,automático,2013,76000,1.6,flex,hidráulica,branco,sim,polo sed.comfort. i motion 1.6 t.flex 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
643,vwvolkswagen,24900,hatch,gol,manual,2014,74000,1,flex,hidráulica,prata,não,gol track 1.0 mi total flex 8v 4p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
644,vwvolkswagen,27900,passeio,gol,manual,2017,45000,1,flex,hidráulica,preto,sim,gol 1.0 trend  power 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, air bag, trava elétrica, ar condicionado, alarme",0
645,ford,33990,0,ka,manual,2017,24000,0,flex,0,0,0,0,4 portas,0,"vidro elétrico, ar condicionado",0
646,ford,40000,sedã,0,automático,2014,56000,2.02.9,flex,elétrica,prata,não,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
647,ford,22800,sedã,fiesta,manual,2014,100000,1.6,flex,hidráulica,prata,não,fiesta sedan se 1.6 8v flex 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",1
648,ford,42900,sedã,ecosport,automático,2013,0,2.02.9,flex,hidráulica,branco,sim,ecosport titanium 2.0 16v flex 5p aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme",0
649,ford,24493,passeio,fiesta,manual,2014,0,1.6,flex,hidráulica,prata,sim,0,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, alarme",1
650,vwvolkswagen,21000,sedã,voyage,manual,2013,176000,1.6,flex,hidráulica,prata,não,voyage i motion trend 1.6 mi t. flex 8v,4 portas,de leilão,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
651,vwvolkswagen,36900,hatch,gol,manual,2018,37000,1.6,flex,0,cinza,sim,gol trendline 1.6 t.flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, som",0
652,vwvolkswagen,23900,hatch,gol,manual,2014,64000,1,flex,hidráulica,preto,sim,gol  novo  1.0 mi total flex 8v 2p,2 portas,0,0,0
653,vwvolkswagen,12000,passeio,gol,manual,2013,84000,1,flex,hidráulica,preto,sim,gol  novo  1.0 mi total flex 8v 4p,2 portas,financiado,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
654,vwvolkswagen,42900,passeio,fox,manual,2017,55246,1.6,flex,elétrica,preto,sim,fox run 1.6 flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré, c mera de ré",0
655,vwvolkswagen,26900,passeio,fox,manual,2014,72000,1,flex,elétrica,branco,não,fox city 1.0 mi  1.0mi total flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",1
656,vwvolkswagen,26000,0,up,manual,2015,87999,1,flex,elétrica,vermelho,não,volkswagen up mpi 1.0 12v flex man.,2 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
657,ford,25990,hatch,fiesta,manual,2014,58314,0,flex,0,0,0,fiesta se 1.0 8v flex 5p,2 portas,0,0,0
658,vwvolkswagen,29900,hatch,up,manual,2015,45000,1,flex,hidráulica,vermelho,sim,up  move 1.0 total flex 12v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
